46:{(1,1) ; (8,2) ; (2,3) ; (7,4) ; (10,5) ; (3,6) ; (5,7) ; (9,8) ; (4,9) ; (9,4)}
47:{(1,1) ; (8,2) ; (2,3) ; (9,4) ; (6,5) ; (3,6) ; (10,7) ; (4,8) ; (7,9) ; (9,7)}
48:{(1,1) ; (8,2) ; (4,3) ; (7,4) ; (9,5) ; (2,6) ; (5,7) ; (10,8) ; (6,9) ; (9,6)}
49:{(1,1) ; (8,2) ; (4,3) ; (7,4) ; (9,5) ; (2,6) ; (6,7) ; (10,8) ; (3,9) ; (9,3)}
50:{(1,1) ; (8,2) ; (4,3) ; (9,4) ; (7,5) ; (3,6) ; (10,7) ; (6,8) ; (2,9) ; (9,2)}
51:{(1,1) ; (8,2) ; (5,3) ; (2,4) ; (9,5) ; (3,6) ; (10,7) ; (7,8) ; (4,9) ; (9,4)}
52:{(1,1) ; (8,2) ; (6,3) ; (2,4) ; (7,5) ; (10,6) ; (4,7) ; (9,8) ; (5,9) ; (9,5)}
53:{(1,1) ; (8,2) ; (6,3) ; (2,4) ; (9,5) ; (7,6) ; (4,7) ; (10,8) ; (3,9) ; (9,3)}
54:{(1,1) ; (8,2) ; (6,3) ; (3,4) ; (9,5) ; (2,6) ; (4,7) ; (10,8) ; (7,9) ; (9,7)}
55:{(1,1) ; (8,2) ; (6,3) ; (3,4) ; (9,5) ; (2,6) ; (5,7) ; (10,8) ; (4,9) ; (9,4)}
56:{(1,1) ; (8,2) ; (6,3) ; (9,4) ; (3,5) ; (10,6) ; (4,7) ; (7,8) ; (5,9) ; (9,5)}
57:{(1,1) ; (8,2) ; (10,3) ; (7,4) ; (4,5) ; (2,6) ; (9,7) ; (6,8) ; (3,9) ; (9,3)}
58:{(1,1) ; (9,2) ; (5,3) ; (10,4) ; (8,5) ; (4,6) ; (2,7) ; (7,8) ; (3,9) ; (9,3)}
59:{(1,1) ; (9,2) ; (6,3) ; (2,4) ; (7,5) ; (10,6) ; (3,7) ; (5,8) ; (8,9) ; (9,8)}
60:{(1,1) ; (9,2) ; (6,3) ; (3,4) ; (10,5) ; (8,6) ; (5,7) ; (2,8) ; (4,9) ; (9,4)}
61:{(1,1) ; (9,2) ; (7,3) ; (2,4) ; (4,5) ; (8,6) ; (10,7) ; (5,8) ; (3,9) ; (9,3)}
62:{(1,1) ; (9,2) ; (7,3) ; (3,4) ; (8,5) ; (2,6) ; (5,7) ; (10,8) ; (6,9) ; (9,6)}
63:{(1,1) ; (10,2) ; (5,3) ; (7,4) ; (9,5) ; (3,6) ; (8,7) ; (2,8) ; (4,9) ; (9,4)}
64:{(1,1) ; (10,2) ; (7,3) ; (5,4) ; (8,5) ; (2,6) ; (9,7) ; (3,8) ; (6,9) ; (9,6)}
65:{(2,1) ; (4,2) ; (6,3) ; (8,4) ; (10,5) ; (1,6) ; (3,7) ; (5,8) ; (7,9) ; (9,7)}
66:{(2,1) ; (4,2) ; (8,3) ; (3,4) ; (9,5) ; (6,6) ; (10,7) ; (1,8) ; (7,9) ; (9,7)}
67:{(2,1) ; (4,2) ; (8,3) ; (10,4) ; (5,5) ; (9,6) ; (6,7) ; (1,8) ; (3,9) ; (9,3)}
68:{(2,1) ; (4,2) ; (9,3) ; (7,4) ; (5,5) ; (10,6) ; (1,7) ; (6,8) ; (8,9) ; (9,8)}
69:{(2,1) ; (4,2) ; (10,3) ; (7,4) ; (9,5) ; (6,6) ; (3,7) ; (1,8) ; (8,9) ; (9,8)}
70:{(2,1) ; (5,2) ; (7,3) ; (1,4) ; (10,5) ; (6,6) ; (9,7) ; (3,8) ; (8,9) ; (9,8)}
71:{(2,1) ; (5,2) ; (7,3) ; (4,4) ; (10,5) ; (3,6) ; (9,7) ; (6,8) ; (8,9) ; (9,8)}
72:{(2,1) ; (5,2) ; (7,3) ; (9,4) ; (4,5) ; (8,6) ; (1,7) ; (3,8) ; (6,9) ; (9,6)}
73:{(2,1) ; (5,2) ; (8,3) ; (1,4) ; (7,5) ; (10,6) ; (3,7) ; (6,8) ; (4,9) ; (9,4)}
74:{(2,1) ; (5,2) ; (8,3) ; (4,4) ; (7,5) ; (10,6) ; (3,7) ; (1,8) ; (6,9) ; (9,6)}
75:{(2,1) ; (5,2) ; (8,3) ; (6,4) ; (3,5) ; (10,6) ; (7,7) ; (1,8) ; (4,9) ; (9,4)}
76:{(2,1) ; (5,2) ; (8,3) ; (6,4) ; (9,5) ; (3,6) ; (1,7) ; (4,8) ; (7,9) ; (9,7)}
77:{(2,1) ; (5,2) ; (8,3) ; (6,4) ; (9,5) ; (3,6) ; (1,7) ; (7,8) ; (4,9) ; (9,4)}
78:{(2,1) ; (5,2) ; (8,3) ; (10,4) ; (3,5) ; (6,6) ; (9,7) ; (1,8) ; (4,9) ; (9,4)}
79:{(2,1) ; (5,2) ; (9,3) ; (1,4) ; (10,5) ; (4,6) ; (7,7) ; (3,8) ; (8,9) ; (9,8)}
80:{(2,1) ; (5,2) ; (9,3) ; (4,4) ; (10,5) ; (8,6) ; (6,7) ; (3,8) ; (1,9) ; (9,1)}
81:{(2,1) ; (5,2) ; (10,3) ; (8,4) ; (1,5) ; (4,6) ; (7,7) ; (3,8) ; (6,9) ; (9,6)}
82:{(2,1) ; (6,2) ; (3,3) ; (7,4) ; (10,5) ; (1,6) ; (9,7) ; (5,8) ; (8,9) ; (9,8)}
83:{(2,1) ; (6,2) ; (3,3) ; (7,4) ; (10,5) ; (8,6) ; (5,7) ; (1,8) ; (4,9) ; (9,4)}
84:{(2,1) ; (6,2) ; (3,3) ; (10,4) ; (8,5) ; (5,6) ; (9,7) ; (4,8) ; (1,9) ; (9,1)}
85:{(2,1) ; (6,2) ; (8,3) ; (3,4) ; (1,5) ; (9,6) ; (5,7) ; (10,8) ; (4,9) ; (9,4)}
86:{(2,1) ; (6,2) ; (8,3) ; (3,4) ; (7,5) ; (4,6) ; (10,7) ; (1,8) ; (9,9) ; (9,9)}
87:{(2,1) ; (6,2) ; (9,3) ; (1,4) ; (8,5) ; (5,6) ; (3,7) ; (10,8) ; (7,9) ; (9,7)}
88:{(2,1) ; (6,2) ; (9,3) ; (7,4) ; (10,5) ; (1,6) ; (3,7) ; (5,8) ; (8,9) ; (9,8)}
89:{(2,1) ; (6,2) ; (10,3) ; (3,4) ; (7,5) ; (9,6) ; (4,7) ; (1,8) ; (5,9) ; (9,5)}
90:{(2,1) ; (7,2) ; (5,3) ; (3,4) ; (9,5) ; (4,6) ; (10,7) ; (8,8) ; (6,9) ; (9,6)}
91:{(2,1) ; (7,2) ; (5,3) ; (8,4) ; (1,5) ; (4,6) ; (10,7) ; (3,8) ; (6,9) ; (9,6)}
92:{(2,1) ; (7,2) ; (9,3) ; (3,4) ; (8,5) ; (10,6) ; (4,7) ; (6,8) ; (1,9) ; (9,1)}
93:{(2,1) ; (7,2) ; (10,3) ; (4,4) ; (1,5) ; (8,6) ; (5,7) ; (3,8) ; (6,9) ; (9,6)}
94:{(2,1) ; (7,2) ; (10,3) ; (6,4) ; (1,5) ; (9,6) ; (5,7) ; (3,8) ; (8,9) ; (9,8)}
95:{(2,1) ; (7,2) ; (10,3) ; (6,4) ; (3,5) ; (1,6) ; (4,7) ; (8,8) ; (5,9) ; (9,5)}
96:{(2,1) ; (8,2) ; (3,3) ; (9,4) ; (7,5) ; (5,6) ; (10,7) ; (1,8) ; (6,9) ; (9,6)}
97:{(2,1) ; (8,2) ; (5,3) ; (9,4) ; (1,5) ; (6,6) ; (10,7) ; (3,8) ; (7,9) ; (9,7)}
98:{(2,1) ; (8,2) ; (6,3) ; (9,4) ; (3,5) ; (1,6) ; (4,7) ; (7,8) ; (5,9) ; (9,5)}
99:{(2,1) ; (8,2) ; (10,3) ; (3,4) ; (9,5) ; (6,6) ; (4,7) ; (1,8) ; (7,9) ; (9,7)}
100:{(2,1) ; (8,2) ; (10,3) ; (4,4) ; (1,5) ; (5,6) ; (9,7) ; (6,8) ; (3,9) ; (9,3)}
101:{(2,1) ; (9,2) ; (1,3) ; (8,4) ; (5,5) ; (3,6) ; (10,7) ; (7,8) ; (4,9) ; (9,4)}
102:{(2,1) ; (9,2) ; (3,3) ; (8,4) ; (10,5) ; (4,6) ; (6,7) ; (1,8) ; (5,9) ; (9,5)}
103:{(2,1) ; (9,2) ; (3,3) ; (10,4) ; (7,5) ; (4,6) ; (1,7) ; (5,8) ; (8,9) ; (9,8)}
104:{(2,1) ; (9,2) ; (5,3) ; (10,4) ; (1,5) ; (4,6) ; (6,7) ; (8,8) ; (3,9) ; (9,3)}
105:{(2,1) ; (9,2) ; (6,3) ; (1,4) ; (3,5) ; (10,6) ; (7,7) ; (4,8) ; (8,9) ; (9,8)}
106:{(2,1) ; (9,2) ; (6,3) ; (3,4) ; (10,5) ; (4,6) ; (1,7) ; (8,8) ; (5,9) ; (9,5)}
107:{(2,1) ; (9,2) ; (6,3) ; (8,4) ; (10,5) ; (1,6) ; (3,7) ; (5,8) ; (7,9) ; (9,7)}
108:{(2,1) ; (9,2) ; (7,3) ; (3,4) ; (10,5) ; (8,6) ; (5,7) ; (1,8) ; (4,9) ; (9,4)}
109:{(2,1) ; (9,2) ; (7,3) ; (10,4) ; (4,5) ; (1,6) ; (5,7) ; (8,8) ; (6,9) ; (9,6)}
110:{(2,1) ; (10,2) ; (3,3) ; (7,4) ; (9,5) ; (4,6) ; (1,7) ; (5,8) ; (8,9) ; (9,8)}
111:{(2,1) ; (10,2) ; (7,3) ; (4,4) ; (1,5) ; (3,6) ; (9,7) ; (6,8) ; (8,9) ; (9,8)}
112:{(2,1) ; (10,2) ; (8,3) ; (3,4) ; (5,5) ; (9,6) ; (1,7) ; (6,8) ; (4,9) ; (9,4)}
113:{(3,1) ; (1,2) ; (6,3) ; (9,4) ; (5,5) ; (10,6) ; (8,7) ; (4,8) ; (2,9) ; (9,2)}
114:{(3,1) ; (5,2) ; (2,3) ; (8,4) ; (10,5) ; (7,6) ; (4,7) ; (1,8) ; (9,9) ; (9,9)}
115:{(3,1) ; (5,2) ; (2,3) ; (9,4) ; (6,5) ; (10,6) ; (7,7) ; (4,8) ; (1,9) ; (9,1)}
116:{(3,1) ; (5,2) ; (7,3) ; (10,4) ; (4,5) ; (6,6) ; (1,7) ; (9,8) ; (2,9) ; (9,2)}
117:{(3,1) ; (5,2) ; (8,3) ; (1,4) ; (9,5) ; (4,6) ; (2,7) ; (7,8) ; (10,9) ; (9,10)}
118:{(3,1) ; (5,2) ; (8,3) ; (2,4) ; (9,5) ; (7,6) ; (1,7) ; (4,8) ; (6,9) ; (9,6)}
119:{(3,1) ; (5,2) ; (9,3) ; (1,4) ; (6,5) ; (10,6) ; (7,7) ; (2,8) ; (4,9) ; (9,4)}
120:{(3,1) ; (5,2) ; (9,3) ; (2,4) ; (10,5) ; (7,6) ; (4,7) ; (1,8) ; (8,9) ; (9,8)}
121:{(3,1) ; (5,2) ; (9,3) ; (4,4) ; (1,5) ; (10,6) ; (8,7) ; (6,8) ; (2,9) ; (9,2)}
122:{(3,1) ; (5,2) ; (9,3) ; (4,4) ; (6,5) ; (10,6) ; (2,7) ; (7,8) ; (1,9) ; (9,1)}
123:{(3,1) ; (5,2) ; (9,3) ; (4,4) ; (10,5) ; (7,6) ; (2,7) ; (6,8) ; (8,9) ; (9,8)}
124:{(3,1) ; (5,2) ; (10,3) ; (8,4) ; (4,5) ; (2,6) ; (7,7) ; (9,8) ; (6,9) ; (9,6)}
125:{(3,1) ; (6,2) ; (2,3) ; (10,4) ; (1,5) ; (9,6) ; (5,7) ; (8,8) ; (4,9) ; (9,4)}
126:{(3,1) ; (6,2) ; (4,3) ; (10,4) ; (1,5) ; (9,6) ; (5,7) ; (8,8) ; (2,9) ; (9,2)}
127:{(3,1) ; (6,2) ; (8,3) ; (1,4) ; (4,5) ; (7,6) ; (10,7) ; (2,8) ; (9,9) ; (9,9)}
128:{(3,1) ; (6,2) ; (8,3) ; (5,4) ; (1,5) ; (4,6) ; (10,7) ; (7,8) ; (9,9) ; (9,9)}
129:{(3,1) ; (6,2) ; (8,3) ; (10,4) ; (1,5) ; (9,6) ; (5,7) ; (2,8) ; (4,9) ; (9,4)}
130:{(3,1) ; (6,2) ; (8,3) ; (10,4) ; (4,5) ; (1,6) ; (5,7) ; (2,8) ; (9,9) ; (9,9)}
131:{(3,1) ; (6,2) ; (9,3) ; (1,4) ; (4,5) ; (7,6) ; (10,7) ; (2,8) ; (5,9) ; (9,5)}
132:{(3,1) ; (6,2) ; (9,3) ; (1,4) ; (4,5) ; (7,6) ; (10,7) ; (8,8) ; (2,9) ; (9,2)}
133:{(3,1) ; (6,2) ; (9,3) ; (1,4) ; (8,5) ; (4,6) ; (2,7) ; (7,8) ; (5,9) ; (9,5)}
134:{(3,1) ; (6,2) ; (9,3) ; (1,4) ; (10,5) ; (5,6) ; (7,7) ; (2,8) ; (4,9) ; (9,4)}
135:{(3,1) ; (6,2) ; (9,3) ; (2,4) ; (4,5) ; (7,6) ; (10,7) ; (8,8) ; (1,9) ; (9,1)}
136:{(3,1) ; (6,2) ; (9,3) ; (2,4) ; (4,5) ; (7,6) ; (10,7) ; (8,8) ; (5,9) ; (9,5)}
137:{(3,1) ; (6,2) ; (9,3) ; (2,4) ; (8,5) ; (1,6) ; (4,7) ; (7,8) ; (5,9) ; (9,5)}
138:{(3,1) ; (6,2) ; (9,3) ; (5,4) ; (8,5) ; (1,6) ; (4,7) ; (2,8) ; (7,9) ; (9,7)}
139:{(3,1) ; (6,2) ; (9,3) ; (7,4) ; (1,5) ; (4,6) ; (2,7) ; (5,8) ; (8,9) ; (9,8)}
140:{(3,1) ; (6,2) ; (9,3) ; (7,4) ; (2,5) ; (4,6) ; (8,7) ; (1,8) ; (5,9) ; (9,5)}
141:{(3,1) ; (6,2) ; (9,3) ; (7,4) ; (4,5) ; (1,6) ; (8,7) ; (2,8) ; (5,9) ; (9,5)}
142:{(3,1) ; (6,2) ; (10,3) ; (5,4) ; (2,5) ; (9,6) ; (7,7) ; (4,8) ; (1,9) ; (9,1)}
143:{(3,1) ; (6,2) ; (10,3) ; (5,4) ; (2,5) ; (9,6) ; (7,7) ; (4,8) ; (8,9) ; (9,8)}
144:{(3,1) ; (6,2) ; (10,3) ; (7,4) ; (2,5) ; (4,6) ; (8,7) ; (1,8) ; (5,9) ; (9,5)}
145:{(3,1) ; (7,2) ; (2,3) ; (4,4) ; (8,5) ; (10,6) ; (5,7) ; (9,8) ; (6,9) ; (9,6)}
146:{(3,1) ; (7,2) ; (2,3) ; (8,4) ; (6,5) ; (1,6) ; (10,7) ; (5,8) ; (9,9) ; (9,9)}
147:{(3,1) ; (7,2) ; (2,3) ; (10,4) ; (8,5) ; (6,6) ; (4,7) ; (9,8) ; (1,9) ; (9,1)}
148:{(3,1) ; (7,2) ; (9,3) ; (4,4) ; (1,5) ; (5,6) ; (10,7) ; (2,8) ; (6,9) ; (9,6)}
149:{(3,1) ; (7,2) ; (9,3) ; (4,4) ; (6,5) ; (1,6) ; (10,7) ; (2,8) ; (5,9) ; (9,5)}
150:{(3,1) ; (7,2) ; (10,3) ; (4,4) ; (9,5) ; (1,6) ; (5,7) ; (2,8) ; (8,9) ; (9,8)}
151:{(3,1) ; (8,2) ; (2,3) ; (7,4) ; (1,5) ; (10,6) ; (5,7) ; (9,8) ; (6,9) ; (9,6)}
152:{(3,1) ; (8,2) ; (4,3) ; (7,4) ; (9,5) ; (2,6) ; (5,7) ; (1,8) ; (6,9) ; (9,6)}
153:{(3,1) ; (8,2) ; (6,3) ; (1,4) ; (9,5) ; (2,6) ; (5,7) ; (7,8) ; (4,9) ; (9,4)}
154:{(3,1) ; (8,2) ; (6,3) ; (1,4) ; (10,5) ; (5,6) ; (7,7) ; (9,8) ; (4,9) ; (9,4)}
155:{(3,1) ; (8,2) ; (6,3) ; (2,4) ; (9,5) ; (5,6) ; (1,7) ; (4,8) ; (10,9) ; (9,10)}
156:{(3,1) ; (8,2) ; (6,3) ; (2,4) ; (10,5) ; (5,6) ; (1,7) ; (4,8) ; (9,9) ; (9,9)}
157:{(3,1) ; (8,2) ; (6,3) ; (9,4) ; (1,5) ; (10,6) ; (5,7) ; (7,8) ; (2,9) ; (9,2)}
158:{(3,1) ; (8,2) ; (6,3) ; (9,4) ; (2,5) ; (5,6) ; (1,7) ; (4,8) ; (7,9) ; (9,7)}
159:{(3,1) ; (8,2) ; (10,3) ; (1,4) ; (6,5) ; (2,6) ; (5,7) ; (7,8) ; (9,9) ; (9,9)}
160:{(3,1) ; (8,2) ; (10,3) ; (4,4) ; (9,5) ; (1,6) ; (5,7) ; (7,8) ; (2,9) ; (9,2)}
161:{(3,1) ; (9,2) ; (2,3) ; (8,4) ; (5,5) ; (7,6) ; (10,7) ; (1,8) ; (6,9) ; (9,6)}
162:{(3,1) ; (9,2) ; (2,3) ; (10,4) ; (5,5) ; (7,6) ; (1,7) ; (4,8) ; (6,9) ; (9,6)}
163:{(3,1) ; (9,2) ; (6,3) ; (8,4) ; (2,5) ; (4,6) ; (1,7) ; (7,8) ; (5,9) ; (9,5)}
164:{(3,1) ; (9,2) ; (6,3) ; (10,4) ; (2,5) ; (7,6) ; (1,7) ; (4,8) ; (8,9) ; (9,8)}
165:{(3,1) ; (10,2) ; (2,3) ; (9,4) ; (6,5) ; (4,6) ; (1,7) ; (8,8) ; (5,9) ; (9,5)}
166:{(3,1) ; (10,2) ; (4,3) ; (7,4) ; (9,5) ; (2,6) ; (6,7) ; (8,8) ; (1,9) ; (9,1)}
167:{(3,1) ; (10,2) ; (4,3) ; (9,4) ; (1,5) ; (5,6) ; (7,7) ; (2,8) ; (6,9) ; (9,6)}
168:{(3,1) ; (10,2) ; (6,3) ; (2,4) ; (9,5) ; (5,6) ; (1,7) ; (8,8) ; (4,9) ; (9,4)}
169:{(3,1) ; (10,2) ; (6,3) ; (2,4) ; (9,5) ; (7,6) ; (4,7) ; (8,8) ; (1,9) ; (9,1)}
170:{(3,1) ; (10,2) ; (7,3) ; (2,4) ; (4,5) ; (1,6) ; (8,7) ; (5,8) ; (9,9) ; (9,9)}
171:{(3,1) ; (10,2) ; (7,3) ; (4,4) ; (1,5) ; (5,6) ; (2,7) ; (9,8) ; (6,9) ; (9,6)}
172:{(3,1) ; (10,2) ; (7,3) ; (4,4) ; (2,5) ; (9,6) ; (6,7) ; (1,8) ; (5,9) ; (9,5)}
173:{(3,1) ; (10,2) ; (7,3) ; (5,4) ; (1,5) ; (9,6) ; (6,7) ; (8,8) ; (2,9) ; (9,2)}
174:{(3,1) ; (10,2) ; (7,3) ; (9,4) ; (1,5) ; (5,6) ; (2,7) ; (8,8) ; (6,9) ; (9,6)}
175:{(3,1) ; (10,2) ; (8,3) ; (1,4) ; (5,5) ; (2,6) ; (6,7) ; (9,8) ; (7,9) ; (9,7)}
176:{(3,1) ; (10,2) ; (8,3) ; (2,4) ; (4,5) ; (9,6) ; (7,7) ; (5,8) ; (1,9) ; (9,1)}
177:{(3,1) ; (10,2) ; (8,3) ; (5,4) ; (2,5) ; (4,6) ; (1,7) ; (7,8) ; (9,9) ; (9,9)}
178:{(4,1) ; (1,2) ; (5,3) ; (8,4) ; (10,5) ; (3,6) ; (7,7) ; (9,8) ; (2,9) ; (9,2)}
179:{(4,1) ; (1,2) ; (7,3) ; (9,4) ; (2,5) ; (8,6) ; (5,7) ; (3,8) ; (10,9) ; (9,10)}
180:{(4,1) ; (1,2) ; (7,3) ; (10,4) ; (6,5) ; (2,6) ; (9,7) ; (5,8) ; (3,9) ; (9,3)}
181:{(4,1) ; (1,2) ; (8,3) ; (6,4) ; (2,5) ; (10,6) ; (7,7) ; (9,8) ; (3,9) ; (9,3)}
182:{(4,1) ; (1,2) ; (8,3) ; (10,4) ; (2,5) ; (6,6) ; (3,7) ; (9,8) ; (7,9) ; (9,7)}
183:{(4,1) ; (2,2) ; (5,3) ; (8,4) ; (10,5) ; (3,6) ; (6,7) ; (9,8) ; (7,9) ; (9,7)}
184:{(4,1) ; (2,2) ; (5,3) ; (9,4) ; (1,5) ; (10,6) ; (8,7) ; (6,8) ; (3,9) ; (9,3)}
185:{(4,1) ; (2,2) ; (7,3) ; (5,4) ; (10,5) ; (1,6) ; (9,7) ; (6,8) ; (8,9) ; (9,8)}
186:{(4,1) ; (2,2) ; (7,3) ; (9,4) ; (6,5) ; (3,6) ; (1,7) ; (10,8) ; (8,9) ; (9,8)}
187:{(4,1) ; (2,2) ; (7,3) ; (10,4) ; (6,5) ; (1,6) ; (9,7) ; (5,8) ; (3,9) ; (9,3)}
188:{(4,1) ; (2,2) ; (8,3) ; (3,4) ; (9,5) ; (7,6) ; (5,7) ; (10,8) ; (1,9) ; (9,1)}
189:{(4,1) ; (2,2) ; (8,3) ; (5,4) ; (9,5) ; (1,6) ; (6,7) ; (10,8) ; (3,9) ; (9,3)}
190:{(4,1) ; (2,2) ; (8,3) ; (6,4) ; (9,5) ; (1,6) ; (5,7) ; (7,8) ; (10,9) ; (9,10)}
191:{(4,1) ; (2,2) ; (8,3) ; (10,4) ; (1,5) ; (3,6) ; (6,7) ; (9,8) ; (7,9) ; (9,7)}
