79:{(3,1) ; (6,2) ; (9,3) ; (1,4) ; (8,5) ; (4,6) ; (2,7) ; (7,8) ; (8,7)}
80:{(3,1) ; (6,2) ; (9,3) ; (2,4) ; (5,5) ; (7,6) ; (4,7) ; (1,8) ; (8,1)}
81:{(3,1) ; (6,2) ; (9,3) ; (2,4) ; (8,5) ; (1,6) ; (4,7) ; (7,8) ; (8,7)}
82:{(3,1) ; (6,2) ; (9,3) ; (5,4) ; (8,5) ; (1,6) ; (4,7) ; (2,8) ; (8,2)}
83:{(3,1) ; (6,2) ; (9,3) ; (7,4) ; (1,5) ; (4,6) ; (2,7) ; (5,8) ; (8,5)}
84:{(3,1) ; (6,2) ; (9,3) ; (7,4) ; (2,5) ; (4,6) ; (8,7) ; (1,8) ; (8,1)}
85:{(3,1) ; (6,2) ; (9,3) ; (7,4) ; (4,5) ; (1,6) ; (8,7) ; (2,8) ; (8,2)}
86:{(3,1) ; (7,2) ; (2,3) ; (4,4) ; (8,5) ; (1,6) ; (5,7) ; (9,8) ; (8,9)}
87:{(3,1) ; (7,2) ; (2,3) ; (8,4) ; (5,5) ; (9,6) ; (1,7) ; (6,8) ; (8,6)}
88:{(3,1) ; (7,2) ; (2,3) ; (8,4) ; (6,5) ; (4,6) ; (1,7) ; (5,8) ; (8,5)}
89:{(3,1) ; (7,2) ; (4,3) ; (2,4) ; (9,5) ; (5,6) ; (1,7) ; (8,8) ; (8,8)}
90:{(3,1) ; (7,2) ; (4,3) ; (2,4) ; (9,5) ; (6,6) ; (1,7) ; (5,8) ; (8,5)}
91:{(3,1) ; (7,2) ; (4,3) ; (8,4) ; (5,5) ; (9,6) ; (1,7) ; (6,8) ; (8,6)}
92:{(3,1) ; (7,2) ; (9,3) ; (1,4) ; (5,5) ; (2,6) ; (8,7) ; (6,8) ; (8,6)}
93:{(3,1) ; (7,2) ; (9,3) ; (4,4) ; (2,5) ; (5,6) ; (8,7) ; (6,8) ; (8,6)}
94:{(3,1) ; (8,2) ; (2,3) ; (4,4) ; (9,5) ; (7,6) ; (5,7) ; (1,8) ; (8,1)}
95:{(3,1) ; (8,2) ; (4,3) ; (7,4) ; (9,5) ; (2,6) ; (5,7) ; (1,8) ; (8,1)}
96:{(3,1) ; (8,2) ; (6,3) ; (1,4) ; (9,5) ; (2,6) ; (5,7) ; (7,8) ; (8,7)}
97:{(3,1) ; (8,2) ; (6,3) ; (4,4) ; (9,5) ; (1,6) ; (5,7) ; (7,8) ; (8,7)}
98:{(3,1) ; (8,2) ; (6,3) ; (9,4) ; (2,5) ; (5,6) ; (1,7) ; (4,8) ; (8,4)}
99:{(3,1) ; (9,2) ; (2,3) ; (5,4) ; (8,5) ; (1,6) ; (7,7) ; (4,8) ; (8,4)}
100:{(3,1) ; (9,2) ; (4,3) ; (1,4) ; (8,5) ; (6,6) ; (2,7) ; (7,8) ; (8,7)}
101:{(3,1) ; (9,2) ; (4,3) ; (2,4) ; (8,5) ; (6,6) ; (1,7) ; (7,8) ; (8,7)}
102:{(3,1) ; (9,2) ; (4,3) ; (8,4) ; (5,5) ; (2,6) ; (6,7) ; (1,8) ; (8,1)}
103:{(3,1) ; (9,2) ; (6,3) ; (2,4) ; (5,5) ; (7,6) ; (1,7) ; (4,8) ; (8,4)}
104:{(3,1) ; (9,2) ; (6,3) ; (4,4) ; (1,5) ; (7,6) ; (5,7) ; (2,8) ; (8,2)}
105:{(3,1) ; (9,2) ; (6,3) ; (8,4) ; (2,5) ; (4,6) ; (1,7) ; (7,8) ; (8,7)}
106:{(4,1) ; (1,2) ; (3,3) ; (6,4) ; (9,5) ; (2,6) ; (8,7) ; (5,8) ; (8,5)}
107:{(4,1) ; (1,2) ; (5,3) ; (2,4) ; (9,5) ; (7,6) ; (3,7) ; (8,8) ; (8,8)}
108:{(4,1) ; (1,2) ; (5,3) ; (8,4) ; (2,5) ; (7,6) ; (3,7) ; (6,8) ; (8,6)}
109:{(4,1) ; (1,2) ; (5,3) ; (9,4) ; (2,5) ; (6,6) ; (8,7) ; (3,8) ; (8,3)}
110:{(4,1) ; (1,2) ; (7,3) ; (9,4) ; (2,5) ; (6,6) ; (8,7) ; (3,8) ; (8,3)}
111:{(4,1) ; (1,2) ; (9,3) ; (6,4) ; (3,5) ; (7,6) ; (2,7) ; (8,8) ; (8,8)}
112:{(4,1) ; (2,2) ; (5,3) ; (8,4) ; (1,5) ; (3,6) ; (6,7) ; (9,8) ; (8,9)}
113:{(4,1) ; (2,2) ; (7,3) ; (3,4) ; (1,5) ; (8,6) ; (5,7) ; (9,8) ; (8,9)}
114:{(4,1) ; (2,2) ; (7,3) ; (9,4) ; (1,5) ; (5,6) ; (8,7) ; (6,8) ; (8,6)}
115:{(4,1) ; (2,2) ; (7,3) ; (9,4) ; (1,5) ; (8,6) ; (5,7) ; (3,8) ; (8,3)}
116:{(4,1) ; (2,2) ; (8,3) ; (3,4) ; (9,5) ; (7,6) ; (5,7) ; (1,8) ; (8,1)}
117:{(4,1) ; (2,2) ; (9,3) ; (3,4) ; (6,5) ; (8,6) ; (1,7) ; (5,8) ; (8,5)}
118:{(4,1) ; (2,2) ; (9,3) ; (5,4) ; (1,5) ; (8,6) ; (6,7) ; (3,8) ; (8,3)}
119:{(4,1) ; (6,2) ; (1,3) ; (5,4) ; (2,5) ; (8,6) ; (3,7) ; (7,8) ; (8,7)}
120:{(4,1) ; (6,2) ; (1,3) ; (9,4) ; (5,5) ; (8,6) ; (2,7) ; (7,8) ; (8,7)}
121:{(4,1) ; (6,2) ; (1,3) ; (9,4) ; (7,5) ; (3,6) ; (8,7) ; (2,8) ; (8,2)}
122:{(4,1) ; (6,2) ; (3,3) ; (9,4) ; (2,5) ; (5,6) ; (8,7) ; (1,8) ; (8,1)}
123:{(4,1) ; (6,2) ; (3,3) ; (9,4) ; (2,5) ; (8,6) ; (5,7) ; (7,8) ; (8,7)}
124:{(4,1) ; (6,2) ; (3,3) ; (9,4) ; (7,5) ; (1,6) ; (8,7) ; (2,8) ; (8,2)}
125:{(4,1) ; (6,2) ; (8,3) ; (2,4) ; (5,5) ; (1,6) ; (9,7) ; (7,8) ; (8,7)}
126:{(4,1) ; (6,2) ; (8,3) ; (2,4) ; (5,5) ; (7,6) ; (9,7) ; (1,8) ; (8,1)}
127:{(4,1) ; (6,2) ; (8,3) ; (2,4) ; (7,5) ; (1,6) ; (3,7) ; (5,8) ; (8,5)}
128:{(4,1) ; (6,2) ; (8,3) ; (3,4) ; (1,5) ; (7,6) ; (5,7) ; (2,8) ; (8,2)}
129:{(4,1) ; (6,2) ; (9,3) ; (3,4) ; (1,5) ; (8,6) ; (2,7) ; (5,8) ; (8,5)}
130:{(4,1) ; (7,2) ; (1,3) ; (3,4) ; (9,5) ; (6,6) ; (8,7) ; (5,8) ; (8,5)}
131:{(4,1) ; (7,2) ; (1,3) ; (6,4) ; (9,5) ; (2,6) ; (8,7) ; (5,8) ; (8,5)}
132:{(4,1) ; (7,2) ; (1,3) ; (8,4) ; (5,5) ; (2,6) ; (9,7) ; (3,8) ; (8,3)}
133:{(4,1) ; (7,2) ; (3,3) ; (6,4) ; (9,5) ; (1,6) ; (8,7) ; (5,8) ; (8,5)}
134:{(4,1) ; (7,2) ; (3,3) ; (8,4) ; (2,5) ; (5,6) ; (9,7) ; (6,8) ; (8,6)}
135:{(4,1) ; (7,2) ; (3,3) ; (8,4) ; (6,5) ; (1,6) ; (9,7) ; (2,8) ; (8,2)}
136:{(4,1) ; (7,2) ; (3,3) ; (8,4) ; (6,5) ; (2,6) ; (9,7) ; (5,8) ; (8,5)}
137:{(4,1) ; (7,2) ; (5,3) ; (2,4) ; (9,5) ; (1,6) ; (3,7) ; (8,8) ; (8,8)}
138:{(4,1) ; (7,2) ; (5,3) ; (2,4) ; (9,5) ; (1,6) ; (6,7) ; (8,8) ; (8,8)}
139:{(4,1) ; (7,2) ; (5,3) ; (2,4) ; (9,5) ; (6,6) ; (8,7) ; (3,8) ; (8,3)}
140:{(4,1) ; (7,2) ; (9,3) ; (2,4) ; (5,5) ; (8,6) ; (1,7) ; (3,8) ; (8,3)}
141:{(4,1) ; (7,2) ; (9,3) ; (2,4) ; (6,5) ; (1,6) ; (3,7) ; (5,8) ; (8,5)}
142:{(4,1) ; (7,2) ; (9,3) ; (6,4) ; (3,5) ; (1,6) ; (8,7) ; (5,8) ; (8,5)}
143:{(4,1) ; (8,2) ; (1,3) ; (5,4) ; (7,5) ; (2,6) ; (6,7) ; (3,8) ; (8,3)}
144:{(4,1) ; (8,2) ; (5,3) ; (3,4) ; (1,5) ; (6,6) ; (2,7) ; (9,8) ; (8,9)}
145:{(4,1) ; (8,2) ; (5,3) ; (3,4) ; (1,5) ; (7,6) ; (2,7) ; (6,8) ; (8,6)}
146:{(4,1) ; (9,2) ; (3,3) ; (6,4) ; (2,5) ; (7,6) ; (5,7) ; (1,8) ; (8,1)}
147:{(4,1) ; (9,2) ; (5,3) ; (3,4) ; (1,5) ; (6,6) ; (8,7) ; (2,8) ; (8,2)}
148:{(4,1) ; (9,2) ; (5,3) ; (3,4) ; (1,5) ; (7,6) ; (2,7) ; (8,8) ; (8,8)}
149:{(4,1) ; (9,2) ; (5,3) ; (8,4) ; (1,5) ; (3,6) ; (6,7) ; (2,8) ; (8,2)}
150:{(5,1) ; (1,2) ; (6,3) ; (4,4) ; (2,5) ; (8,6) ; (3,7) ; (9,8) ; (8,9)}
151:{(5,1) ; (1,2) ; (8,3) ; (4,4) ; (2,5) ; (7,6) ; (9,7) ; (6,8) ; (8,6)}
152:{(5,1) ; (1,2) ; (8,3) ; (6,4) ; (3,5) ; (7,6) ; (2,7) ; (4,8) ; (8,4)}
153:{(5,1) ; (2,2) ; (4,3) ; (1,4) ; (7,5) ; (9,6) ; (3,7) ; (6,8) ; (8,6)}
154:{(5,1) ; (2,2) ; (4,3) ; (9,4) ; (7,5) ; (3,6) ; (1,7) ; (6,8) ; (8,6)}
155:{(5,1) ; (2,2) ; (6,3) ; (1,4) ; (3,5) ; (7,6) ; (9,7) ; (4,8) ; (8,4)}
156:{(5,1) ; (2,2) ; (6,3) ; (9,4) ; (3,5) ; (8,6) ; (4,7) ; (7,8) ; (8,7)}
157:{(5,1) ; (2,2) ; (6,3) ; (9,4) ; (7,5) ; (4,6) ; (1,7) ; (3,8) ; (8,3)}
158:{(5,1) ; (2,2) ; (8,3) ; (1,4) ; (4,5) ; (7,6) ; (9,7) ; (6,8) ; (8,6)}
159:{(5,1) ; (2,2) ; (8,3) ; (1,4) ; (7,5) ; (9,6) ; (3,7) ; (6,8) ; (8,6)}
160:{(5,1) ; (2,2) ; (8,3) ; (3,4) ; (7,5) ; (4,6) ; (1,7) ; (9,8) ; (8,9)}
161:{(5,1) ; (2,2) ; (8,3) ; (3,4) ; (7,5) ; (9,6) ; (1,7) ; (6,8) ; (8,6)}
162:{(5,1) ; (2,2) ; (9,3) ; (1,4) ; (6,5) ; (8,6) ; (3,7) ; (7,8) ; (8,7)}
163:{(5,1) ; (2,2) ; (9,3) ; (6,4) ; (3,5) ; (7,6) ; (4,7) ; (1,8) ; (8,1)}
164:{(5,1) ; (3,2) ; (1,3) ; (6,4) ; (2,5) ; (9,6) ; (7,7) ; (4,8) ; (8,4)}
165:{(5,1) ; (3,2) ; (1,3) ; (6,4) ; (8,5) ; (2,6) ; (4,7) ; (7,8) ; (8,7)}
166:{(5,1) ; (3,2) ; (1,3) ; (7,4) ; (2,5) ; (8,6) ; (6,7) ; (4,8) ; (8,4)}
167:{(5,1) ; (3,2) ; (6,3) ; (9,4) ; (2,5) ; (8,6) ; (1,7) ; (4,8) ; (8,4)}
168:{(5,1) ; (3,2) ; (6,3) ; (9,4) ; (7,5) ; (1,6) ; (4,7) ; (2,8) ; (8,2)}
169:{(5,1) ; (3,2) ; (6,3) ; (9,4) ; (7,5) ; (2,6) ; (4,7) ; (8,8) ; (8,8)}
170:{(5,1) ; (3,2) ; (6,3) ; (9,4) ; (7,5) ; (4,6) ; (1,7) ; (8,8) ; (8,8)}
171:{(5,1) ; (3,2) ; (8,3) ; (4,4) ; (2,5) ; (9,6) ; (6,7) ; (1,8) ; (8,1)}
172:{(5,1) ; (3,2) ; (8,3) ; (4,4) ; (7,5) ; (9,6) ; (2,7) ; (6,8) ; (8,6)}
173:{(5,1) ; (3,2) ; (8,3) ; (6,4) ; (2,5) ; (9,6) ; (1,7) ; (4,8) ; (8,4)}
174:{(5,1) ; (3,2) ; (8,3) ; (6,4) ; (2,5) ; (9,6) ; (7,7) ; (1,8) ; (8,1)}
175:{(5,1) ; (3,2) ; (9,3) ; (4,4) ; (2,5) ; (8,6) ; (6,7) ; (1,8) ; (8,1)}
176:{(5,1) ; (3,2) ; (9,3) ; (6,4) ; (8,5) ; (2,6) ; (4,7) ; (1,8) ; (8,1)}
177:{(5,1) ; (7,2) ; (1,3) ; (4,4) ; (2,5) ; (8,6) ; (6,7) ; (9,8) ; (8,9)}
178:{(5,1) ; (7,2) ; (1,3) ; (6,4) ; (8,5) ; (2,6) ; (4,7) ; (9,8) ; (8,9)}
179:{(5,1) ; (7,2) ; (2,3) ; (4,4) ; (8,5) ; (1,6) ; (3,7) ; (9,8) ; (8,9)}
180:{(5,1) ; (7,2) ; (2,3) ; (4,4) ; (8,5) ; (1,6) ; (9,7) ; (6,8) ; (8,6)}
181:{(5,1) ; (7,2) ; (2,3) ; (6,4) ; (3,5) ; (1,6) ; (8,7) ; (4,8) ; (8,4)}
182:{(5,1) ; (7,2) ; (2,3) ; (6,4) ; (8,5) ; (1,6) ; (4,7) ; (9,8) ; (8,9)}
183:{(5,1) ; (7,2) ; (4,3) ; (1,4) ; (3,5) ; (6,6) ; (9,7) ; (2,8) ; (8,2)}
184:{(5,1) ; (7,2) ; (4,3) ; (1,4) ; (3,5) ; (8,6) ; (6,7) ; (2,8) ; (8,2)}
185:{(5,1) ; (7,2) ; (4,3) ; (1,4) ; (3,5) ; (9,6) ; (6,7) ; (8,8) ; (8,8)}
186:{(5,1) ; (7,2) ; (4,3) ; (1,4) ; (8,5) ; (2,6) ; (9,7) ; (6,8) ; (8,6)}
187:{(5,1) ; (7,2) ; (9,3) ; (3,4) ; (8,5) ; (2,6) ; (4,7) ; (6,8) ; (8,6)}
188:{(5,1) ; (7,2) ; (9,3) ; (4,4) ; (2,5) ; (8,6) ; (6,7) ; (3,8) ; (8,3)}
189:{(5,1) ; (7,2) ; (9,3) ; (4,4) ; (8,5) ; (1,6) ; (3,7) ; (6,8) ; (8,6)}
190:{(5,1) ; (8,2) ; (1,3) ; (4,4) ; (7,5) ; (3,6) ; (6,7) ; (9,8) ; (8,9)}
191:{(5,1) ; (8,2) ; (1,3) ; (9,4) ; (4,5) ; (2,6) ; (7,7) ; (3,8) ; (8,3)}
192:{(5,1) ; (8,2) ; (2,3) ; (7,4) ; (3,5) ; (1,6) ; (9,7) ; (4,8) ; (8,4)}
193:{(5,1) ; (8,2) ; (2,3) ; (7,4) ; (3,5) ; (6,6) ; (9,7) ; (1,8) ; (8,1)}
194:{(5,1) ; (8,2) ; (2,3) ; (9,4) ; (3,5) ; (1,6) ; (7,7) ; (4,8) ; (8,4)}
195:{(5,1) ; (8,2) ; (2,3) ; (9,4) ; (6,5) ; (3,6) ; (1,7) ; (4,8) ; (8,4)}
196:{(5,1) ; (8,2) ; (4,3) ; (1,4) ; (3,5) ; (6,6) ; (9,7) ; (7,8) ; (8,7)}
197:{(5,1) ; (8,2) ; (4,3) ; (1,4) ; (7,5) ; (2,6) ; (6,7) ; (3,8) ; (8,3)}
198:{(5,1) ; (8,2) ; (4,3) ; (9,4) ; (7,5) ; (3,6) ; (1,7) ; (6,8) ; (8,6)}
199:{(5,1) ; (8,2) ; (6,3) ; (1,4) ; (3,5) ; (7,6) ; (9,7) ; (4,8) ; (8,4)}
200:{(5,1) ; (8,2) ; (6,3) ; (9,4) ; (3,5) ; (1,6) ; (7,7) ; (4,8) ; (8,4)}
201:{(5,1) ; (9,2) ; (2,3) ; (4,4) ; (7,5) ; (3,6) ; (8,7) ; (6,8) ; (8,6)}
202:{(5,1) ; (9,2) ; (2,3) ; (6,4) ; (8,5) ; (3,6) ; (1,7) ; (4,8) ; (8,4)}
203:{(5,1) ; (9,2) ; (4,3) ; (6,4) ; (8,5) ; (2,6) ; (7,7) ; (1,8) ; (8,1)}
204:{(6,1) ; (1,2) ; (5,3) ; (2,4) ; (9,5) ; (7,6) ; (4,7) ; (8,8) ; (8,8)}
205:{(6,1) ; (1,2) ; (5,3) ; (7,4) ; (9,5) ; (3,6) ; (8,7) ; (2,8) ; (8,2)}
206:{(6,1) ; (1,2) ; (5,3) ; (7,4) ; (9,5) ; (4,6) ; (2,7) ; (8,8) ; (8,8)}
207:{(6,1) ; (1,2) ; (7,3) ; (4,4) ; (8,5) ; (3,6) ; (5,7) ; (9,8) ; (8,9)}
208:{(6,1) ; (2,2) ; (5,3) ; (7,4) ; (9,5) ; (3,6) ; (8,7) ; (4,8) ; (8,4)}
209:{(6,1) ; (2,2) ; (5,3) ; (7,4) ; (9,5) ; (4,6) ; (8,7) ; (1,8) ; (8,1)}
210:{(6,1) ; (2,2) ; (9,3) ; (5,4) ; (3,5) ; (8,6) ; (4,7) ; (7,8) ; (8,7)}
211:{(6,1) ; (3,2) ; (1,3) ; (4,4) ; (7,5) ; (9,6) ; (2,7) ; (5,8) ; (8,5)}
212:{(6,1) ; (3,2) ; (1,3) ; (8,4) ; (4,5) ; (9,6) ; (7,7) ; (5,8) ; (8,5)}
