1:{(1,1) ; (2,3) ; (3,6) ; (4,8) ; (5,2) ; (6,4) ; (7,9) ; (8,7) ; (8,7)}
2:{(1,1) ; (2,3) ; (3,7) ; (4,2) ; (5,8) ; (6,5) ; (7,9) ; (8,4) ; (8,4)}
3:{(1,1) ; (2,3) ; (3,8) ; (4,6) ; (5,9) ; (6,2) ; (7,5) ; (8,7) ; (8,7)}
4:{(1,1) ; (2,4) ; (3,2) ; (4,8) ; (5,6) ; (6,9) ; (7,3) ; (8,5) ; (8,5)}
5:{(1,1) ; (2,4) ; (3,6) ; (4,3) ; (5,9) ; (6,2) ; (7,8) ; (8,5) ; (8,5)}
6:{(1,1) ; (2,4) ; (3,6) ; (4,8) ; (5,2) ; (6,5) ; (7,3) ; (8,9) ; (8,9)}
7:{(1,1) ; (2,4) ; (3,7) ; (4,3) ; (5,8) ; (6,2) ; (7,5) ; (8,9) ; (8,9)}
8:{(1,1) ; (2,4) ; (3,7) ; (4,9) ; (5,2) ; (6,5) ; (7,8) ; (8,6) ; (8,6)}
9:{(1,1) ; (2,4) ; (3,8) ; (4,3) ; (5,9) ; (6,7) ; (7,5) ; (8,2) ; (8,2)}
10:{(1,1) ; (2,5) ; (3,2) ; (4,6) ; (5,9) ; (6,3) ; (7,8) ; (8,4) ; (8,4)}
11:{(1,1) ; (2,5) ; (3,7) ; (4,2) ; (5,6) ; (6,3) ; (7,9) ; (8,4) ; (8,4)}
12:{(1,1) ; (2,5) ; (3,7) ; (4,9) ; (5,3) ; (6,8) ; (7,2) ; (8,4) ; (8,4)}
13:{(1,1) ; (2,5) ; (3,7) ; (4,9) ; (5,4) ; (6,2) ; (7,8) ; (8,6) ; (8,6)}
14:{(1,1) ; (2,5) ; (3,9) ; (4,2) ; (5,6) ; (6,8) ; (7,3) ; (8,7) ; (8,7)}
15:{(1,1) ; (2,5) ; (3,9) ; (4,6) ; (5,4) ; (6,2) ; (7,8) ; (8,3) ; (8,3)}
16:{(1,1) ; (2,6) ; (3,2) ; (4,9) ; (5,7) ; (6,4) ; (7,8) ; (8,3) ; (8,3)}
17:{(1,1) ; (2,6) ; (3,4) ; (4,2) ; (5,7) ; (6,9) ; (7,3) ; (8,5) ; (8,5)}
18:{(1,1) ; (2,6) ; (3,4) ; (4,2) ; (5,8) ; (6,3) ; (7,9) ; (8,7) ; (8,7)}
19:{(1,1) ; (2,6) ; (3,8) ; (4,3) ; (5,7) ; (6,4) ; (7,2) ; (8,9) ; (8,9)}
20:{(1,1) ; (2,6) ; (3,8) ; (4,5) ; (5,2) ; (6,4) ; (7,9) ; (8,7) ; (8,7)}
21:{(1,1) ; (2,6) ; (3,9) ; (4,5) ; (5,2) ; (6,8) ; (7,3) ; (8,7) ; (8,7)}
22:{(1,1) ; (2,7) ; (3,4) ; (4,6) ; (5,9) ; (6,2) ; (7,5) ; (8,3) ; (8,3)}
23:{(1,1) ; (2,7) ; (3,4) ; (4,8) ; (5,3) ; (6,5) ; (7,9) ; (8,2) ; (8,2)}
24:{(1,1) ; (2,7) ; (3,4) ; (4,8) ; (5,3) ; (6,9) ; (7,6) ; (8,2) ; (8,2)}
25:{(1,1) ; (2,7) ; (3,5) ; (4,8) ; (5,2) ; (6,9) ; (7,3) ; (8,6) ; (8,6)}
26:{(1,1) ; (2,8) ; (3,4) ; (4,2) ; (5,7) ; (6,9) ; (7,6) ; (8,3) ; (8,3)}
27:{(1,1) ; (2,8) ; (3,5) ; (4,3) ; (5,6) ; (6,9) ; (7,2) ; (8,4) ; (8,4)}
28:{(1,1) ; (2,8) ; (3,5) ; (4,3) ; (5,9) ; (6,7) ; (7,2) ; (8,4) ; (8,4)}
29:{(1,2) ; (2,4) ; (3,1) ; (4,7) ; (5,9) ; (6,6) ; (7,3) ; (8,5) ; (8,5)}
30:{(1,2) ; (2,4) ; (3,7) ; (4,1) ; (5,3) ; (6,9) ; (7,6) ; (8,8) ; (8,8)}
31:{(1,2) ; (2,4) ; (3,8) ; (4,3) ; (5,9) ; (6,6) ; (7,1) ; (8,5) ; (8,5)}
32:{(1,2) ; (2,4) ; (3,9) ; (4,7) ; (5,3) ; (6,1) ; (7,6) ; (8,8) ; (8,8)}
33:{(1,2) ; (2,4) ; (3,9) ; (4,7) ; (5,5) ; (6,3) ; (7,1) ; (8,6) ; (8,6)}
34:{(1,2) ; (2,5) ; (3,7) ; (4,1) ; (5,3) ; (6,8) ; (7,6) ; (8,4) ; (8,4)}
35:{(1,2) ; (2,5) ; (3,7) ; (4,4) ; (5,1) ; (6,3) ; (7,9) ; (8,6) ; (8,6)}
36:{(1,2) ; (2,5) ; (3,7) ; (4,9) ; (5,3) ; (6,6) ; (7,4) ; (8,1) ; (8,1)}
37:{(1,2) ; (2,5) ; (3,7) ; (4,9) ; (5,4) ; (6,8) ; (7,1) ; (8,3) ; (8,3)}
38:{(1,2) ; (2,5) ; (3,8) ; (4,1) ; (5,3) ; (6,6) ; (7,9) ; (8,7) ; (8,7)}
39:{(1,2) ; (2,5) ; (3,8) ; (4,1) ; (5,9) ; (6,6) ; (7,3) ; (8,7) ; (8,7)}
40:{(1,2) ; (2,5) ; (3,8) ; (4,6) ; (5,9) ; (6,3) ; (7,1) ; (8,4) ; (8,4)}
41:{(1,2) ; (2,5) ; (3,8) ; (4,6) ; (5,9) ; (6,3) ; (7,1) ; (8,7) ; (8,7)}
42:{(1,2) ; (2,5) ; (3,9) ; (4,4) ; (5,1) ; (6,8) ; (7,6) ; (8,3) ; (8,3)}
43:{(1,2) ; (2,6) ; (3,1) ; (4,3) ; (5,7) ; (6,9) ; (7,4) ; (8,8) ; (8,8)}
44:{(1,2) ; (2,6) ; (3,1) ; (4,7) ; (5,4) ; (6,8) ; (7,3) ; (8,5) ; (8,5)}
45:{(1,2) ; (2,6) ; (3,1) ; (4,7) ; (5,5) ; (6,3) ; (7,9) ; (8,4) ; (8,4)}
46:{(1,2) ; (2,6) ; (3,1) ; (4,9) ; (5,5) ; (6,8) ; (7,4) ; (8,7) ; (8,7)}
47:{(1,2) ; (2,6) ; (3,3) ; (4,1) ; (5,8) ; (6,4) ; (7,9) ; (8,7) ; (8,7)}
48:{(1,2) ; (2,6) ; (3,9) ; (4,3) ; (5,5) ; (6,8) ; (7,4) ; (8,1) ; (8,1)}
49:{(1,2) ; (2,7) ; (3,5) ; (4,1) ; (5,9) ; (6,4) ; (7,6) ; (8,8) ; (8,8)}
50:{(1,2) ; (2,7) ; (3,5) ; (4,8) ; (5,1) ; (6,4) ; (7,6) ; (8,3) ; (8,3)}
51:{(1,2) ; (2,7) ; (3,9) ; (4,6) ; (5,3) ; (6,1) ; (7,4) ; (8,8) ; (8,8)}
52:{(1,2) ; (2,8) ; (3,1) ; (4,4) ; (5,7) ; (6,9) ; (7,6) ; (8,3) ; (8,3)}
53:{(1,2) ; (2,8) ; (3,5) ; (4,3) ; (5,9) ; (6,6) ; (7,4) ; (8,1) ; (8,1)}
54:{(1,2) ; (2,8) ; (3,6) ; (4,9) ; (5,3) ; (6,1) ; (7,4) ; (8,7) ; (8,7)}
55:{(1,2) ; (2,9) ; (3,5) ; (4,3) ; (5,8) ; (6,4) ; (7,7) ; (8,1) ; (8,1)}
56:{(1,2) ; (2,9) ; (3,6) ; (4,3) ; (5,5) ; (6,8) ; (7,1) ; (8,4) ; (8,4)}
57:{(1,2) ; (2,9) ; (3,6) ; (4,3) ; (5,7) ; (6,4) ; (7,1) ; (8,8) ; (8,8)}
58:{(1,2) ; (2,9) ; (3,6) ; (4,4) ; (5,7) ; (6,1) ; (7,3) ; (8,5) ; (8,5)}
59:{(1,3) ; (2,1) ; (3,4) ; (4,7) ; (5,9) ; (6,2) ; (7,5) ; (8,8) ; (8,8)}
60:{(1,3) ; (2,1) ; (3,6) ; (4,8) ; (5,5) ; (6,2) ; (7,4) ; (8,9) ; (8,9)}
61:{(1,3) ; (2,1) ; (3,7) ; (4,2) ; (5,8) ; (6,6) ; (7,4) ; (8,9) ; (8,9)}
62:{(1,3) ; (2,1) ; (3,7) ; (4,5) ; (5,8) ; (6,2) ; (7,4) ; (8,6) ; (8,6)}
63:{(1,3) ; (2,1) ; (3,8) ; (4,4) ; (5,9) ; (6,7) ; (7,5) ; (8,2) ; (8,2)}
64:{(1,3) ; (2,1) ; (3,9) ; (4,7) ; (5,5) ; (6,2) ; (7,8) ; (8,6) ; (8,6)}
65:{(1,3) ; (2,5) ; (3,2) ; (4,8) ; (5,1) ; (6,4) ; (7,7) ; (8,9) ; (8,9)}
66:{(1,3) ; (2,5) ; (3,2) ; (4,8) ; (5,1) ; (6,7) ; (7,4) ; (8,6) ; (8,6)}
67:{(1,3) ; (2,5) ; (3,7) ; (4,1) ; (5,4) ; (6,2) ; (7,8) ; (8,6) ; (8,6)}
68:{(1,3) ; (2,5) ; (3,8) ; (4,2) ; (5,9) ; (6,6) ; (7,1) ; (8,7) ; (8,7)}
69:{(1,3) ; (2,5) ; (3,8) ; (4,2) ; (5,9) ; (6,7) ; (7,1) ; (8,4) ; (8,4)}
70:{(1,3) ; (2,5) ; (3,9) ; (4,2) ; (5,4) ; (6,7) ; (7,1) ; (8,8) ; (8,8)}
71:{(1,3) ; (2,5) ; (3,9) ; (4,4) ; (5,1) ; (6,7) ; (7,2) ; (8,6) ; (8,6)}
72:{(1,3) ; (2,6) ; (3,2) ; (4,7) ; (5,1) ; (6,4) ; (7,8) ; (8,5) ; (8,5)}
73:{(1,3) ; (2,6) ; (3,2) ; (4,9) ; (5,5) ; (6,1) ; (7,8) ; (8,4) ; (8,4)}
74:{(1,3) ; (2,6) ; (3,8) ; (4,1) ; (5,4) ; (6,7) ; (7,5) ; (8,2) ; (8,2)}
75:{(1,3) ; (2,6) ; (3,8) ; (4,1) ; (5,5) ; (6,9) ; (7,2) ; (8,4) ; (8,4)}
76:{(1,3) ; (2,6) ; (3,8) ; (4,2) ; (5,4) ; (6,9) ; (7,7) ; (8,5) ; (8,5)}
77:{(1,3) ; (2,6) ; (3,8) ; (4,5) ; (5,1) ; (6,9) ; (7,7) ; (8,2) ; (8,2)}
78:{(1,3) ; (2,6) ; (3,8) ; (4,5) ; (5,2) ; (6,9) ; (7,7) ; (8,4) ; (8,4)}
79:{(1,3) ; (2,6) ; (3,9) ; (4,1) ; (5,8) ; (6,4) ; (7,2) ; (8,7) ; (8,7)}
80:{(1,3) ; (2,6) ; (3,9) ; (4,2) ; (5,5) ; (6,7) ; (7,4) ; (8,1) ; (8,1)}
81:{(1,3) ; (2,6) ; (3,9) ; (4,2) ; (5,8) ; (6,1) ; (7,4) ; (8,7) ; (8,7)}
82:{(1,3) ; (2,6) ; (3,9) ; (4,5) ; (5,8) ; (6,1) ; (7,4) ; (8,2) ; (8,2)}
83:{(1,3) ; (2,6) ; (3,9) ; (4,7) ; (5,1) ; (6,4) ; (7,2) ; (8,5) ; (8,5)}
84:{(1,3) ; (2,6) ; (3,9) ; (4,7) ; (5,2) ; (6,4) ; (7,8) ; (8,1) ; (8,1)}
